plastic_bottles_recycled,aluminum_cans_recycled,paper_recycled_kg,cardboard_recycled_kg,glass_bottles_recycled,reusable_bags_used,reusable_water_bottle_uses,miles_biked,miles_walked,miles_public_transit,miles_carpooled,vegetarian_meals,vegan_meals,local_food_kg,led_bulb_hours,cold_water_laundry_loads,line_dried_loads,composting_kg,co2_saved_kg
3,0,0.75,1.39,0,2,4,0.59,4.24,0.2,14.06,1,0,0.97,5.92,0,0,2.13,11.33
2,1,1.59,1.18,3,2,5,0.45,0.13,14.78,4.77,3,0,1.3,10.87,2,0,2.14,19.7
7,0,1.67,0.65,0,0,0,3.87,2.79,17.23,3.36,3,2,2.04,20.97,2,0,1.24,28.66
1,2,1.75,0.14,0,4,5,8.98,3.79,19.06,0.81,3,1,1.28,7.94,2,1,1.69,29.5
4,3,0.31,1.22,3,0,3,3.73,1.6,13.18,9.35,0,1,0.63,9.17,1,2,1.73,20.6
2,2,2.25,1.02,2,1,0,3.72,4.86,2.36,14.37,1,2,0.69,1.12,0,0,1.63,21.22
4,1,1.03,0.92,1,3,4,3.26,2.25,13.06,12.84,1,2,1.23,23.78,0,1,1.66,24.9
4,4,0.97,0.15,1,2,3,10.53,2.41,11.26,8.91,1,0,1.49,0.43,1,1,1.83,19.41
1,1,1.42,0.39,1,0,5,4.03,1.63,18.47,6.26,2,1,0.07,7.35,2,0,2.67,22.68
2,2,2.79,1.19,3,3,0,11.15,4.37,2.69,2.59,3,1,0.87,14.75,2,2,1.96,31.29
7,3,1.57,1.11,3,4,4,8.19,4.24,13.87,13.98,2,0,2.29,4.03,1,0,1.46,23.05
0,1,0.64,0.15,0,3,2,5.51,4.92,7.85,5.43,1,2,2.68,11.92,2,2,1.62,26.33
1,4,1.69,0.94,1,0,4,6.15,3.56,8.45,9.77,1,1,2.11,2.38,0,2,2.18,23.83
0,3,0.67,1.5,3,2,3,6.81,4.75,11.96,0.22,0,2,0.43,22.19,1,1,1.37,22.82
0,4,2.4,0.49,1,3,1,1.54,1.12,16.22,13.18,3,2,2.18,8.9,1,1,0.15,30.1
0,4,2.5,0.65,2,0,1,6.66,1.44,18.8,11.43,1,1,1.06,22.8,2,2,0.73,28.26
5,1,0.69,1.02,1,1,2,10.22,0.83,14.63,7.87,0,2,1.09,20.46,2,2,2.4,27.95
0,2,1.45,1.57,3,2,0,2.34,0.83,15.54,3.43,3,0,1.97,0.44,2,0,1.55,19.81
7,1,1.82,1.12,0,0,0,7.76,0.91,15.01,5.09,0,1,0.14,9.79,0,0,2.39,16.82
6,0,1.76,0.71,1,1,2,12.0,2.48,15.43,0.03,2,1,0.81,16.03,0,0,1.33,22.9
5,1,1.51,1.83,2,2,0,8.03,3.16,4.65,13.46,1,1,1.53,10.4,0,2,2.01,24.62
1,0,2.01,0.5,3,4,0,7.74,2.05,10.51,14.21,2,2,1.97,1.53,2,1,1.62,29.88
3,4,0.96,0.71,2,4,5,11.39,3.18,3.12,10.83,3,1,1.48,1.33,1,0,2.09,25.49
5,0,0.08,1.85,0,4,2,2.75,0.61,7.27,3.83,1,1,0.13,13.61,1,0,2.32,14.92
7,1,1.21,1.6,0,2,4,1.55,4.28,11.75,13.34,1,2,0.16,12.02,0,1,1.88,24.89
7,4,0.84,1.11,0,3,2,7.27,4.75,6.79,1.62,0,1,0.26,23.27,2,1,2.26,19.95
5,1,0.2,1.24,0,3,1,10.92,1.52,8.99,8.16,1,1,2.8,8.99,0,2,1.16,23.12
7,3,1.54,1.39,2,3,0,9.83,0.4,17.11,1.38,1,2,1.08,14.69,0,0,0.2,23.25
7,1,0.38,0.62,3,0,1,9.48,3.28,12.18,6.18,3,2,1.24,20.21,2,2,0.02,33.77
5,3,0.61,1.78,1,2,3,6.43,0.3,1.63,9.65,2,1,1.78,7.8,0,0,0.32,17.8
6,1,2.42,0.46,3,4,3,4.46,1.04,15.5,6.5,2,1,2.71,4.75,1,0,1.87,22.68
5,0,0.93,0.64,0,1,2,9.91,1.76,18.12,14.73,2,1,2.31,5.36,0,2,2.84,29.61
0,2,0.49,0.82,1,3,1,3.78,2.62,9.71,5.31,1,1,0.5,3.59,1,1,1.97,18.39
1,0,2.84,0.49,3,3,1,5.38,4.69,14.73,6.87,1,1,2.28,13.47,0,1,0.9,22.78
7,3,0.39,1.14,0,4,5,7.93,3.07,16.98,7.2,0,2,1.08,22.24,2,0,0.77,23.58
5,2,1.6,0.28,1,2,2,11.38,3.21,17.54,10.14,0,2,1.54,16.22,1,0,0.76,24.66
1,4,2.77,1.34,3,1,4,11.44,3.51,0.84,13.6,3,2,1.38,13.6,0,2,1.41,34.92
5,2,1.47,0.38,2,4,1,8.74,3.99,18.9,9.13,3,2,2.91,21.29,2,0,2.14,33.73
1,0,0.93,0.98,1,0,1,8.99,2.7,17.32,1.98,1,1,1.35,10.14,0,1,2.15,21.62
6,0,0.82,1.44,2,4,1,2.66,0.41,6.02,3.37,0,0,2.73,8.84,1,1,0.9,10.94
3,1,1.22,0.55,1,4,2,0.73,0.78,8.84,7.6,0,2,1.32,11.29,2,1,0.32,18.87
6,0,2.86,1.59,0,2,2,11.5,2.94,0.22,0.9,3,1,0.22,1.11,2,0,2.91,25.03
2,4,2.37,1.06,1,1,0,6.23,2.33,17.21,14.3,3,0,0.52,19.58,0,0,1.32,23.94
3,4,0.61,0.74,3,2,4,10.67,3.21,12.87,13.53,1,1,1.23,20.79,2,2,2.85,29.65
5,3,1.34,0.51,1,1,1,1.46,0.58,4.09,1.26,2,0,1.41,8.32,1,2,2.56,17.35
4,3,2.22,0.87,2,4,2,9.08,0.24,19.18,1.08,2,2,2.71,0.29,1,1,1.6,29.6
6,0,0.63,0.97,3,1,0,8.62,4.72,13.87,14.11,3,0,1.8,23.45,0,0,0.09,23.16
2,0,1.9,1.14,1,2,5,11.03,3.43,14.89,12.52,2,0,1.87,4.53,2,0,0.98,23.56
1,1,0.68,0.78,1,0,5,11.86,0.04,8.75,3.84,0,2,2.73,23.95,1,1,0.83,22.16
7,4,0.75,0.86,0,1,5,5.3,0.33,8.03,11.47,1,2,1.27,16.86,2,1,0.8,24.75
6,1,0.9,1.32,0,2,4,2.24,2.55,10.58,13.14,1,2,0.06,12.05,0,2,2.01,25.9
4,4,0.95,1.93,2,0,2,8.61,4.49,18.03,4.93,1,0,0.07,9.04,0,0,0.1,17.73
7,0,1.64,0.68,1,3,3,8.09,1.02,18.65,3.97,2,0,0.27,13.52,2,2,2.6,25.76
4,2,1.81,1.63,1,1,5,1.77,3.47,17.85,9.51,3,1,0.16,14.76,1,2,1.84,30.89
2,4,0.95,1.11,2,1,4,0.13,2.29,2.64,9.97,0,1,1.3,4.74,1,1,1.94,15.05
5,3,0.89,1.89,3,4,4,5.58,4.76,18.9,11.69,0,2,0.39,15.36,1,0,1.74,25.08
4,4,0.06,1.41,2,2,2,9.19,0.34,16.53,3.93,3,0,2.77,8.16,1,1,0.94,23.68
2,1,2.58,0.81,1,1,3,4.6,4.36,7.26,14.27,2,1,2.53,14.32,0,0,0.56,22.1
3,2,1.96,0.04,2,2,5,0.45,1.8,0.35,2.89,2,2,2.81,2.1,1,0,1.05,18.85
1,1,1.73,0.13,0,1,3,11.01,2.25,14.89,7.0,3,1,0.6,10.21,0,1,1.82,27.67
2,1,0.85,0.96,3,0,3,5.23,4.9,7.13,9.21,1,2,2.97,10.68,2,2,2.29,28.51
2,3,1.35,1.77,2,1,0,5.05,4.2,11.81,2.88,1,0,1.52,9.57,1,1,1.25,18.01
7,0,2.03,0.18,2,0,2,7.13,1.45,5.33,11.44,0,1,1.34,16.67,0,2,1.78,20.25
4,3,2.05,0.74,1,3,3,7.53,4.9,9.29,12.26,1,2,1.28,7.97,1,0,0.3,24.91
5,2,0.9,1.92,0,2,4,5.01,3.79,7.86,12.4,1,2,0.07,9.59,1,1,1.41,25.43
4,0,0.71,0.16,0,0,3,8.07,0.16,2.67,10.3,3,1,2.57,1.41,2,0,2.47,22.13
3,4,0.67,0.81,0,3,5,6.9,0.58,8.36,3.95,0,2,1.63,21.34,1,2,1.2,23.06
4,3,1.45,1.88,2,0,1,9.59,0.68,6.95,14.48,2,0,0.33,11.01,0,0,2.99,19.96
3,3,1.54,1.76,1,1,5,11.39,2.44,10.06,9.32,2,1,2.79,8.67,0,1,1.88,26.91
6,3,2.4,1.87,1,3,4,6.09,4.02,14.25,5.52,1,2,2.52,13.33,0,0,2.91,26.14
3,4,0.38,0.79,1,1,3,7.74,2.73,14.87,5.09,0,2,2.43,11.55,0,1,1.84,22.65
4,2,0.37,1.73,2,0,4,5.57,3.81,10.49,3.34,2,0,1.47,7.61,0,0,1.01,16.28
4,1,0.25,0.09,2,4,1,0.05,2.48,2.0,11.32,1,2,1.33,2.09,2,2,2.71,22.83
1,0,2.84,1.14,1,2,3,6.02,0.12,7.11,11.1,1,2,0.73,8.04,0,2,2.04,26.22
4,4,2.7,0.67,0,4,3,9.11,1.33,3.02,10.51,1,2,2.77,3.1,0,2,0.16,26.43
2,4,2.67,1.27,2,2,5,4.63,4.52,4.78,3.1,0,2,0.65,22.29,1,1,1.2,22.52
7,0,0.82,0.13,2,1,5,0.86,3.8,9.71,5.14,3,1,0.84,1.86,2,1,0.96,23.44
4,4,1.84,1.25,0,1,0,1.47,4.11,10.09,13.28,1,1,0.3,8.46,0,1,2.44,21.19
1,2,1.74,0.15,1,4,3,5.15,0.27,3.37,6.84,0,2,1.14,12.92,2,1,2.39,20.25
4,3,1.07,1.15,3,0,2,0.92,0.14,17.68,11.22,0,0,1.19,9.99,1,2,0.35,16.88
2,1,1.09,0.16,1,1,0,8.98,1.41,16.26,1.78,3,0,0.29,10.73,1,0,0.52,19.61
4,3,2.59,1.77,2,4,2,11.13,4.51,1.8,1.98,0,2,0.32,8.29,2,1,1.91,24.9
3,3,2.99,0.75,1,1,3,0.19,2.68,11.22,5.76,0,0,1.96,3.23,0,0,2.3,11.35
3,1,2.26,1.52,3,1,3,6.83,2.05,3.85,11.18,1,0,0.31,17.04,2,0,2.1,17.44
1,4,2.42,0.55,3,4,0,8.57,1.46,6.45,6.57,0,1,2.95,19.54,0,0,0.02,16.05
1,0,1.6,1.72,3,4,0,7.0,4.68,17.35,4.99,2,1,2.83,12.41,2,1,2.45,28.62
2,2,1.92,0.9,2,0,1,0.63,0.05,0.44,0.13,2,1,0.72,5.31,2,1,0.59,16.98
3,4,2.57,1.36,1,4,0,11.7,3.52,14.24,1.42,3,0,2.22,15.83,1,0,2.45,25.51
0,3,2.98,0.37,2,0,3,9.11,0.34,13.46,14.96,0,0,0.87,6.67,1,0,2.98,17.27
6,4,2.18,0.1,3,2,3,11.6,1.5,15.13,6.51,3,2,1.55,13.67,0,2,2.27,35.71
3,4,2.77,1.31,3,4,4,3.49,1.7,18.72,2.47,2,2,1.36,19.23,1,1,2.76,30.46
6,1,2.61,1.27,1,1,4,2.07,0.06,11.87,13.3,2,0,2.95,1.51,2,2,2.91,24.63
0,4,2.27,1.13,0,3,2,9.51,3.79,18.21,0.22,1,0,1.75,23.73,2,2,2.18,25.4
4,1,2.96,0.8,0,1,3,9.91,4.68,16.06,6.4,0,1,2.57,11.77,0,2,0.36,24.78
0,0,0.73,0.6,1,1,1,7.2,1.75,8.88,0.96,0,0,0.72,11.05,2,2,0.36,14.74
7,2,2.92,1.36,3,1,2,9.08,3.9,9.56,6.45,1,1,2.78,14.48,0,1,2.74,25.19
3,2,2.62,2.0,3,1,5,9.88,1.15,1.97,14.69,1,0,2.61,0.1,2,2,0.72,23.18
2,0,1.7,0.15,2,4,5,4.55,3.86,10.36,10.57,1,1,2.75,6.67,2,0,0.78,19.99
5,3,1.11,0.35,2,4,5,6.59,3.61,19.87,1.97,3,1,2.08,19.97,1,0,0.26,26.05
4,1,0.14,0.32,2,0,3,10.78,3.97,10.93,6.33,3,0,1.33,5.91,1,1,2.62,24.1
0,3,2.52,0.86,1,0,4,8.34,4.04,13.27,2.27,2,2,0.32,9.4,2,1,2.17,30.5
0,3,2.84,0.2,0,1,4,4.87,0.16,19.35,14.8,1,1,0.21,12.98,2,2,0.73,27.01
6,1,1.59,1.86,2,1,1,6.31,3.96,2.31,13.91,1,2,0.67,20.98,0,2,0.62,27.07
6,2,2.73,1.83,1,1,4,11.69,2.2,1.21,11.24,3,2,1.34,7.42,2,0,1.02,30.92
0,3,1.63,1.75,3,2,3,9.44,3.76,4.18,2.95,3,0,1.37,19.01,1,2,1.83,26.2
2,3,2.98,1.36,1,4,1,6.28,4.5,14.53,7.65,1,2,1.21,5.43,2,1,1.72,29.41
5,4,0.62,0.25,2,2,0,5.14,1.66,19.54,12.95,0,1,1.39,9.96,2,2,2.87,24.71
2,3,2.17,1.32,3,0,4,9.17,2.9,12.51,0.78,1,1,2.42,1.29,0,0,1.32,19.9
4,4,0.82,0.49,0,1,2,7.4,0.93,3.54,13.1,3,1,1.98,9.76,1,0,0.34,22.23
1,2,2.06,0.58,1,0,2,5.12,0.93,2.22,10.84,2,1,2.46,23.89,0,1,1.42,21.38
2,1,2.37,1.52,1,2,5,9.88,0.77,6.68,7.77,3,1,1.74,13.89,1,1,1.89,28.04
0,1,0.7,1.76,1,2,2,9.15,3.04,2.05,12.78,0,1,2.88,16.08,0,0,1.42,16.19
4,0,0.08,0.03,0,0,5,5.15,2.44,2.76,10.1,2,0,0.97,12.47,2,1,2.52,17.85
1,1,1.88,1.09,3,4,3,7.37,4.3,15.06,8.3,1,1,1.1,21.11,1,0,1.99,23.02
4,3,0.11,1.21,2,0,3,10.16,2.59,12.08,6.56,2,2,2.77,15.34,2,0,1.3,27.74
6,0,0.7,1.88,0,4,3,10.22,4.57,16.94,7.19,0,1,2.91,12.06,0,0,1.98,20.43
4,0,0.04,1.8,1,2,3,8.62,1.32,12.43,7.82,3,0,1.48,3.07,1,2,2.03,25.51
5,0,0.99,0.34,1,1,0,5.82,3.92,9.71,5.03,0,0,2.55,8.53,0,0,0.53,10.42
4,0,1.42,1.94,1,4,0,9.15,0.2,18.72,1.43,3,0,0.4,21.12,1,0,0.31,21.87
0,2,2.91,1.34,0,0,4,6.42,3.99,11.92,4.72,1,2,0.9,23.77,0,0,0.73,23.69
2,3,2.33,0.74,0,1,1,9.5,3.24,11.4,2.51,0,0,2.88,0.98,1,1,2.22,17.03
7,0,2.01,0.78,2,1,2,2.57,2.09,5.84,11.48,1,1,0.88,1.95,2,0,1.28,17.95
1,4,2.97,0.94,2,1,0,5.95,2.15,19.09,3.09,2,1,1.03,15.02,2,1,2.67,28.11
7,0,1.27,1.34,1,1,5,10.29,1.88,9.24,0.19,2,0,1.38,21.77,1,0,2.9,19.32
4,1,0.02,1.28,3,3,5,6.94,3.5,13.09,0.74,0,2,2.65,22.96,2,2,0.32,25.36
6,1,2.38,0.3,0,4,2,11.34,4.32,1.34,9.75,2,0,0.19,4.66,2,2,2.56,25.06
5,0,0.98,1.07,3,1,2,5.8,3.95,9.55,11.75,2,0,0.76,7.84,0,2,0.44,21.94
0,0,1.26,1.53,2,4,4,4.76,1.85,5.7,13.68,2,1,0.19,17.15,0,0,2.7,20.72
6,1,1.72,1.0,1,1,0,0.19,4.12,17.58,10.23,0,1,2.88,2.88,1,0,2.48,17.85
4,3,1.8,0.31,2,1,4,6.39,3.19,6.08,8.11,2,2,0.13,5.21,2,2,2.94,30.64
3,2,2.64,0.43,2,3,1,2.14,0.01,17.06,10.73,1,0,1.64,16.82,0,0,2.0,15.81
7,2,1.71,0.88,3,0,1,10.31,3.26,3.78,0.95,0,1,0.05,7.64,2,2,1.13,21.19
7,1,0.91,0.53,3,1,3,10.96,1.16,2.42,0.09,0,2,2.99,16.68,1,1,2.37,21.04
5,3,2.45,0.6,3,3,5,1.03,3.65,17.42,14.55,2,0,2.39,15.44,2,1,1.3,24.83
1,0,0.41,1.1,3,0,5,8.16,1.46,6.61,10.22,3,0,0.64,8.98,2,2,2.49,25.56
5,1,0.66,0.13,3,2,5,4.72,0.32,4.53,11.89,2,1,1.01,3.22,2,1,0.9,21.28
0,4,2.46,1.02,2,2,5,0.2,0.93,13.1,5.64,2,1,2.0,22.96,0,1,2.59,22.93
7,2,2.97,0.32,0,2,5,9.4,0.36,17.45,9.5,0,1,1.03,11.15,2,0,0.82,21.14
4,1,2.49,1.96,0,0,3,11.46,1.67,11.3,6.06,3,0,0.58,12.89,0,2,0.15,26.85
4,2,1.28,1.89,3,1,4,9.59,1.53,9.4,0.29,2,0,1.58,2.75,2,1,1.59,21.41
2,4,1.91,1.76,1,2,1,4.59,2.06,13.45,11.76,1,1,2.17,1.43,2,1,0.39,23.56
0,2,2.43,0.22,2,4,0,4.43,0.49,11.44,1.44,2,0,0.26,9.15,1,2,0.22,19.45
4,2,2.84,1.43,3,2,1,4.69,0.45,12.51,7.43,2,1,1.32,13.25,0,2,1.43,26.41
5,3,1.17,1.64,3,2,0,7.19,4.68,15.55,2.28,2,1,0.78,6.69,1,0,1.95,23.87
5,0,0.41,0.31,0,3,3,7.71,2.83,14.46,6.29,3,1,0.12,11.5,0,0,0.24,22.35
2,1,0.09,0.13,3,2,3,1.98,0.87,16.85,4.26,0,0,1.7,23.45,0,1,1.04,11.85
6,4,0.5,0.41,3,1,3,2.16,1.43,9.1,4.36,2,2,2.77,12.13,2,1,0.8,24.94
5,4,1.97,0.89,3,4,2,9.1,1.61,2.06,1.08,3,2,1.75,1.24,1,1,2.26,28.67
5,4,0.5,0.45,2,4,5,6.26,4.61,12.79,2.59,1,2,1.28,14.2,1,1,1.68,25.43
0,1,0.36,0.5,0,3,1,3.41,3.66,2.17,11.28,0,1,0.61,19.01,2,1,1.43,16.14
2,2,1.83,0.81,2,1,4,1.47,0.56,1.45,11.16,2,1,2.51,14.71,0,0,2.09,17.63
2,4,2.43,1.66,3,1,1,2.62,1.96,11.19,10.27,0,2,2.79,13.68,2,0,2.77,23.04
2,2,2.0,1.17,0,0,1,4.4,2.73,10.33,1.42,2,1,0.06,2.66,0,2,2.49,23.59
2,4,1.97,1.67,3,1,4,2.56,1.63,3.01,9.31,0,0,1.84,18.28,2,0,0.93,12.53
6,1,2.47,1.17,2,4,5,4.51,2.34,8.39,2.67,0,1,2.29,11.55,1,1,2.69,19.16
3,3,0.05,0.78,0,2,5,5.16,3.46,10.42,14.65,1,0,1.8,11.79,0,2,2.25,20.2
4,2,1.15,0.75,1,0,0,0.7,3.48,1.06,12.26,2,2,0.71,7.77,1,2,1.79,25.81
7,4,1.78,0.6,0,4,4,11.95,0.89,19.65,5.64,1,2,1.24,14.74,0,1,1.83,28.85
0,3,0.95,0.3,3,3,1,4.23,0.87,7.47,6.26,3,2,0.64,16.51,2,2,1.38,29.98
5,1,0.72,1.78,3,2,0,11.48,0.77,9.57,8.06,1,0,2.41,16.09,0,2,1.04,21.05
5,2,0.35,1.31,1,4,4,6.24,2.0,10.43,11.68,0,0,0.54,14.04,2,2,2.14,19.34
0,0,1.11,0.15,3,2,4,7.48,3.33,10.93,3.08,3,1,2.6,19.07,0,1,0.22,24.62
6,1,0.24,1.5,1,2,0,7.92,2.59,3.35,14.68,3,2,0.32,11.85,2,2,1.0,32.42
4,4,0.59,1.72,1,0,3,3.4,4.5,15.82,8.73,3,1,0.98,13.78,0,1,1.21,27.01
0,1,1.5,0.78,2,2,5,11.3,3.41,12.91,10.67,0,1,0.75,14.72,1,2,0.04,24.26
6,2,0.97,1.13,1,3,1,0.89,1.43,7.33,9.33,3,1,1.59,21.64,0,2,2.39,25.73
0,3,0.8,0.62,0,1,3,6.9,0.95,12.07,0.47,3,0,0.94,10.65,2,1,0.36,20.82
0,1,1.71,1.07,2,4,4,2.39,0.3,4.74,6.39,2,1,1.87,5.7,0,0,2.78,17.45
5,3,1.9,1.44,1,0,4,0.42,0.84,14.56,2.76,3,2,0.28,22.1,0,2,2.72,30.49
3,1,0.02,0.93,3,2,1,6.52,4.16,2.23,13.81,0,1,0.47,0.81,0,1,0.13,15.54
6,1,2.37,1.62,3,1,5,8.27,4.9,19.31,2.41,3,0,1.7,15.3,1,0,0.11,25.22
0,0,2.29,1.92,1,3,4,6.99,4.33,19.07,10.13,1,2,0.01,0.96,1,1,0.34,28.62
6,1,0.78,0.95,2,0,0,0.51,3.37,10.75,6.66,3,2,2.48,10.26,0,1,2.52,27.1
4,3,1.93,0.35,1,1,5,1.81,4.62,11.3,4.94,1,1,1.11,16.92,2,2,2.46,24.58
0,1,0.86,0.39,3,0,1,2.8,3.87,1.75,5.72,3,0,0.81,12.71,0,1,1.63,17.48
3,4,1.88,1.63,1,2,5,3.04,1.78,3.83,12.84,1,2,0.89,19.77,1,2,0.3,26.28
3,0,0.82,0.51,3,4,2,1.28,4.53,19.95,2.46,3,0,1.38,4.92,1,1,2.3,22.47
0,4,1.9,0.77,2,2,4,2.08,1.12,10.51,1.37,3,0,1.75,12.53,0,1,1.63,19.47
7,2,2.8,0.29,2,1,0,6.02,1.81,3.41,13.0,3,2,2.77,20.35,1,1,0.08,29.96
4,0,2.99,1.88,0,2,2,0.8,4.77,5.64,5.73,1,2,0.34,17.44,1,0,1.12,21.39
7,0,2.77,1.63,3,4,0,4.21,1.21,1.25,2.69,3,1,2.74,3.37,1,2,0.62,25.51
0,4,2.41,1.07,1,1,3,7.06,2.81,13.21,12.5,0,0,0.66,17.62,0,2,1.26,20.23
4,4,1.41,0.19,1,0,0,10.42,4.65,6.72,1.01,0,2,1.18,23.68,1,2,0.92,24.93
5,3,2.46,0.16,3,3,1,1.84,3.71,7.13,8.73,3,1,0.92,12.02,2,2,1.63,28.73
5,2,0.44,1.71,1,2,0,10.13,3.16,1.57,7.3,2,0,2.0,20.15,0,0,2.95,17.8
1,1,2.69,0.88,2,0,3,6.84,1.25,6.22,12.75,0,1,0.44,17.44,2,1,1.3,20.54
7,0,0.82,0.77,3,0,0,6.35,0.05,6.77,5.98,0,2,1.31,15.18,0,1,1.45,18.9
3,2,0.88,0.42,3,3,5,11.37,0.64,0.69,6.22,2,1,2.15,13.95,2,2,0.06,25.05
4,1,2.88,1.72,3,1,0,1.65,2.09,17.0,13.98,1,0,2.7,4.19,0,0,1.13,17.41
3,4,2.37,1.6,3,4,2,8.97,2.22,18.9,12.36,2,1,0.19,15.66,0,2,2.18,31.91
7,1,0.28,1.03,3,0,4,2.82,1.31,14.08,2.66,0,2,0.06,3.38,0,0,1.91,16.5
5,1,0.31,0.4,2,0,4,8.79,3.42,5.61,10.11,1,0,1.04,7.9,1,2,0.74,19.25
2,1,2.5,0.92,0,2,1,10.36,2.08,14.88,12.85,0,0,1.18,8.56,2,0,0.13,17.47
0,0,2.04,1.13,2,4,2,3.54,0.99,7.28,10.0,1,0,2.8,20.5,0,2,0.39,17.86
5,3,0.69,1.58,2,1,2,5.74,2.03,17.46,0.48,3,0,1.96,17.7,1,0,1.77,21.44
1,3,2.36,1.11,0,1,0,10.79,4.85,12.69,11.46,3,1,0.48,17.6,1,2,1.34,33.66
2,4,1.82,0.37,2,4,1,0.77,1.65,4.62,13.33,0,2,1.65,18.49,2,0,0.02,18.18
6,3,1.1,0.94,1,3,0,8.33,3.84,17.91,5.32,3,0,1.91,18.9,0,0,0.62,22.66
4,1,2.18,1.02,0,1,0,9.06,4.67,4.4,12.55,3,2,2.61,19.13,0,1,0.61,31.1
5,0,1.68,0.41,2,4,4,5.05,1.01,7.76,7.37,1,1,2.31,9.45,1,1,0.62,19.4
0,4,2.45,0.91,1,4,3,9.41,2.98,17.87,2.58,2,1,2.5,0.46,0,2,0.08,27.95
5,2,2.2,0.64,3,0,1,6.36,4.22,4.7,6.64,1,2,1.79,6.01,2,1,1.41,25.58
4,4,0.28,1.37,1,1,2,9.52,0.17,19.65,12.98,2,0,2.97,12.75,1,2,0.71,26.32
2,0,2.57,0.33,2,0,4,10.46,0.17,8.09,11.77,3,0,2.78,16.87,2,0,0.49,23.07
3,1,1.66,1.33,1,2,3,3.99,2.96,9.9,14.19,0,0,0.62,12.21,2,1,2.81,17.86
0,1,2.92,0.08,3,2,1,1.55,4.29,11.17,12.92,1,2,0.18,7.63,1,0,1.27,22.79
0,3,2.91,1.97,1,4,0,4.5,4.0,16.69,4.56,0,1,2.62,1.26,0,0,0.66,18.0
2,3,1.75,1.11,2,2,1,4.16,2.69,16.23,3.25,0,2,1.2,4.53,0,2,0.27,23.33
7,1,0.19,0.71,1,4,1,5.81,4.07,19.08,3.45,3,1,2.55,3.49,2,2,2.8,30.94
2,3,2.34,0.63,2,1,3,4.8,3.19,17.72,6.35,3,1,2.92,8.61,1,0,0.51,26.06
2,2,0.71,0.47,1,3,5,0.7,0.78,2.11,10.25,2,0,0.16,22.54,1,0,0.6,12.67
0,0,0.6,1.49,0,4,2,2.96,1.55,17.71,4.47,2,2,2.97,24.0,0,0,0.33,23.11
0,4,0.05,0.07,0,0,2,10.24,2.94,17.47,11.84,1,1,1.83,1.16,2,1,1.68,24.59
5,4,2.81,1.81,3,3,4,9.02,2.25,12.26,10.32,0,0,1.43,15.48,2,1,0.56,21.11
5,1,1.01,1.0,0,3,4,0.02,2.8,11.81,14.58,0,0,1.15,7.66,2,2,0.66,17.16
5,4,0.05,0.42,1,2,3,5.33,1.42,17.92,12.92,1,2,0.08,2.16,0,1,2.92,25.29
5,1,1.12,1.78,0,2,1,5.78,3.49,1.04,8.01,0,0,0.85,9.35,0,2,1.46,14.73
6,0,1.35,0.73,2,1,1,1.03,4.73,5.83,3.4,2,2,2.84,17.09,0,2,1.5,25.92
6,1,1.68,0.49,0,2,5,10.73,1.56,6.23,3.42,3,2,2.36,7.54,1,1,0.43,29.1
4,4,0.66,1.89,1,4,5,2.26,1.06,6.8,4.77,2,1,2.37,17.38,0,1,2.73,21.23
6,1,1.97,1.57,2,4,4,7.85,0.47,6.38,14.89,3,0,2.19,5.11,1,1,0.83,24.29
2,0,0.95,0.29,1,3,0,1.15,2.47,16.39,11.62,0,0,0.42,9.02,1,1,2.58,14.55
7,4,2.12,0.78,0,3,1,9.22,4.01,17.59,14.07,0,2,0.62,22.23,1,1,0.77,28.46
1,1,2.31,0.86,0,0,4,11.15,3.78,1.04,12.56,0,0,2.29,21.04,0,1,0.79,16.39
5,1,2.43,1.79,0,3,5,4.67,4.45,6.04,6.48,1,1,0.82,21.8,1,2,0.52,24.16
7,1,0.78,0.98,0,1,5,4.65,3.19,18.86,3.18,2,1,1.47,1.78,1,2,0.02,25.7
6,0,1.55,1.12,1,0,0,7.49,4.81,16.63,6.95,0,2,0.38,12.29,0,1,0.48,23.77
2,4,2.1,0.91,3,2,0,11.06,3.95,4.01,6.17,2,2,0.48,5.05,2,1,1.57,29.6
2,2,0.93,0.59,3,1,2,8.69,3.35,15.97,3.86,3,2,0.97,13.66,0,0,1.96,28.53
6,2,0.69,0.4,2,1,2,8.07,4.76,9.71,6.99,3,2,0.31,6.08,1,0,0.04,27.19
1,3,2.05,1.53,0,2,0,11.17,2.76,13.93,8.95,3,1,2.89,2.95,0,2,1.56,31.86
7,4,2.11,0.9,2,1,0,0.44,4.28,4.62,12.73,1,0,1.74,21.31,2,0,2.24,16.62
3,0,2.21,1.85,3,2,1,2.96,0.72,11.16,2.77,3,2,0.11,19.96,1,1,1.07,28.32
7,0,0.21,1.96,2,1,2,4.04,3.1,5.72,13.76,0,2,0.73,22.77,0,0,1.96,19.12
1,4,0.23,0.85,2,3,0,10.21,3.51,1.73,1.76,2,0,0.22,22.01,2,0,1.01,16.79
0,1,1.52,0.72,3,0,1,0.42,3.85,14.45,14.46,2,1,2.29,12.49,2,2,1.01,27.45
6,3,2.28,1.3,1,0,4,0.11,1.0,2.26,12.64,3,2,2.88,9.1,2,2,0.85,30.44
5,0,0.31,0.15,3,2,3,0.87,1.77,0.54,8.3,0,1,0.86,21.85,1,2,0.81,15.07
